filename,class,bbox
img086992.jpg,smart_1,"[536, 368, 847, 610]"
img088735.jpg,smart_1,"[564, 123, 793, 445]"
img085905.jpg,smart_1,"[408, 405, 770, 760]"
img086486.jpg,smart_1,"[283, 108, 663, 476]"
img086737.jpg,smart_1,"[404, 394, 593, 776]"
img087596.jpg,smart_1,"[361, 500, 711, 721]"
img088365.jpg,smart_1,"[533, 182, 869, 410]"
img084467.jpg,smart_1,"[357, 21, 530, 951]"
img087173.jpg,smart_1,"[230, 498, 511, 536]"
img087901.jpg,smart_1,"[432, 537, 580, 815]"
img085220.jpg,smart_1,"[309, 339, 618, 417]"
img082376.jpg,smart_1,"[549, 246, 703, 447]"
img080788.jpg,smart_1,"[0, 0, 897, 1024]"
img084531.jpg,smart_1,"[98, 582, 820, 710]"
img086117.jpg,smart_1,"[412, 445, 484, 783]"
img088662.jpg,smart_1,"[525, 367, 612, 753]"
img082116.jpg,smart_1,"[217, 256, 717, 1024]"
img087500.jpg,smart_1,"[390, 479, 744, 607]"
img084104.jpg,smart_1,"[296, 405, 1024, 836]"
img085370.jpg,smart_1,"[421, 376, 531, 493]"
img080273.jpg,smart_1,"[0, 271, 917, 693]"
img086988.jpg,smart_1,"[253, 517, 610, 590]"
img087785.jpg,smart_1,"[322, 443, 403, 505]"
img081844.jpg,smart_1,"[387, 0, 1024, 769]"
img083679.jpg,smart_1,"[294, 320, 628, 956]"
img080013.jpg,smart_1,"[53, 45, 1024, 1024]"
img081753.jpg,smart_1,"[0, 488, 1024, 932]"
img084221.jpg,smart_1,"[0, 479, 766, 564]"
img089957.jpg,smart_1,"[239, 289, 516, 653]"
img082051.jpg,smart_1,"[0, 144, 747, 1024]"
img080395.jpg,smart_1,"[314, 0, 742, 1024]"
img089809.jpg,smart_1,"[217, 369, 360, 752]"
img082772.jpg,smart_1,"[0, 510, 1024, 948]"
img080139.jpg,smart_1,"[0, 375, 1024, 664]"
img086939.jpg,smart_1,"[174, 671, 490, 745]"
img081638.jpg,smart_1,"[371, 0, 1024, 1024]"
img085742.jpg,smart_1,"[522, 224, 671, 613]"
img082891.jpg,smart_1,"[143, 336, 748, 666]"
img085834.jpg,smart_1,"[514, 489, 726, 853]"
img086294.jpg,smart_1,"[686, 448, 767, 953]"
img082120.jpg,smart_1,"[443, 0, 851, 1024]"
img080816.jpg,smart_1,"[479, 0, 915, 1024]"
img089177.jpg,smart_1,"[417, 490, 914, 653]"
img084211.jpg,smart_1,"[302, 478, 690, 708]"
img086206.jpg,smart_1,"[167, 144, 541, 551]"
img089273.jpg,smart_1,"[0, 500, 538, 651]"
img084462.jpg,smart_1,"[393, 310, 664, 996]"
img086975.jpg,smart_1,"[586, 276, 884, 403]"
img089726.jpg,smart_1,"[300, 437, 745, 636]"
img085135.jpg,smart_1,"[401, 363, 798, 435]"
img088111.jpg,smart_1,"[469, 525, 592, 589]"
img080038.jpg,smart_1,"[0, 55, 1024, 1024]"
img083879.jpg,smart_1,"[201, 208, 545, 669]"
img087407.jpg,smart_1,"[479, 245, 663, 549]"
img088410.jpg,smart_1,"[522, 384, 787, 549]"
img086773.jpg,smart_1,"[263, 410, 425, 606]"
img082090.jpg,smart_1,"[150, 260, 803, 756]"
img080256.jpg,smart_1,"[135, 0, 823, 1024]"
img081120.jpg,smart_1,"[171, 155, 993, 834]"
img084744.jpg,smart_1,"[18, 422, 938, 742]"
img086484.jpg,smart_1,"[395, 147, 706, 449]"
img087174.jpg,smart_1,"[261, 256, 472, 689]"
img085421.jpg,smart_1,"[295, 446, 370, 820]"
img085928.jpg,smart_1,"[431, 536, 576, 863]"
img087566.jpg,smart_1,"[443, 275, 527, 601]"
img087056.jpg,smart_1,"[350, 323, 525, 576]"
img086397.jpg,smart_1,"[134, 253, 463, 626]"
img081995.jpg,smart_1,"[0, 213, 1024, 605]"
img084913.jpg,smart_1,"[298, 494, 931, 665]"
img085702.jpg,smart_1,"[579, 301, 845, 581]"
img084864.jpg,smart_1,"[290, 263, 955, 851]"
img081270.jpg,smart_1,"[304, 405, 581, 639]"
img080365.jpg,smart_1,"[0, 475, 1024, 1024]"
img081928.jpg,smart_1,"[263, 0, 746, 1024]"
img082480.jpg,smart_1,"[373, 263, 703, 1024]"
img087601.jpg,smart_1,"[343, 548, 497, 710]"
img080271.jpg,smart_1,"[99, 0, 714, 966]"
img082457.jpg,smart_1,"[0, 0, 759, 710]"
img080629.jpg,smart_1,"[201, 0, 993, 1024]"
img083659.jpg,smart_1,"[46, 258, 624, 722]"
img086678.jpg,smart_1,"[169, 219, 721, 322]"
img080538.jpg,smart_1,"[22, 0, 976, 1024]"
img084623.jpg,smart_1,"[358, 309, 937, 893]"
img085043.jpg,smart_1,"[477, 470, 543, 721]"
img080648.jpg,smart_1,"[0, 314, 1024, 870]"
img088609.jpg,smart_1,"[381, 155, 843, 542]"
img088839.jpg,smart_1,"[193, 244, 589, 503]"
img083297.jpg,smart_1,"[391, 192, 504, 708]"
img089815.jpg,smart_1,"[441, 169, 531, 669]"
img081263.jpg,smart_1,"[0, 71, 1024, 771]"
img089426.jpg,smart_1,"[697, 389, 775, 650]"
img081247.jpg,smart_1,"[522, 323, 734, 758]"
img089231.jpg,smart_1,"[244, 303, 534, 557]"
img087702.jpg,smart_1,"[333, 258, 484, 583]"
img081870.jpg,smart_1,"[54, 29, 951, 732]"
img081715.jpg,smart_1,"[68, 374, 1024, 819]"
img086114.jpg,smart_1,"[449, 403, 747, 655]"
img086216.jpg,smart_1,"[524, 378, 786, 713]"
img082590.jpg,smart_1,"[0, 512, 908, 710]"
img089413.jpg,smart_1,"[403, 457, 708, 490]"
img085141.jpg,smart_1,"[443, 368, 762, 776]"
img085948.jpg,smart_1,"[373, 527, 544, 814]"
img087244.jpg,smart_1,"[271, 500, 337, 812]"
img089595.jpg,smart_1,"[109, 408, 481, 641]"
img085492.jpg,smart_1,"[331, 249, 439, 364]"
img089209.jpg,smart_1,"[232, 267, 445, 472]"
img082565.jpg,smart_1,"[144, 628, 1024, 787]"
img082973.jpg,smart_1,"[385, 418, 813, 566]"
img085982.jpg,smart_1,"[380, 221, 575, 580]"
img089616.jpg,smart_1,"[318, 512, 588, 582]"
img086904.jpg,smart_1,"[192, 227, 665, 455]"
img087928.jpg,smart_1,"[509, 570, 713, 755]"
img080826.jpg,smart_1,"[139, 127, 1024, 456]"
img083709.jpg,smart_1,"[125, 412, 649, 861]"
img086144.jpg,smart_1,"[287, 150, 517, 435]"
img089889.jpg,smart_1,"[152, 615, 497, 714]"
img087977.jpg,smart_1,"[445, 394, 589, 586]"
img081000.jpg,smart_1,"[0, 194, 790, 1007]"
img089118.jpg,smart_1,"[195, 242, 605, 355]"
img084578.jpg,smart_1,"[341, 416, 863, 805]"
img087131.jpg,smart_1,"[153, 521, 484, 656]"
img085493.jpg,smart_1,"[73, 524, 607, 803]"
img080735.jpg,smart_1,"[0, 234, 1024, 567]"
img080706.jpg,smart_1,"[176, 92, 785, 1024]"
img088999.jpg,smart_1,"[650, 199, 687, 495]"
img087306.jpg,smart_1,"[505, 301, 705, 518]"
img083313.jpg,smart_1,"[443, 353, 780, 499]"
img084926.jpg,smart_1,"[342, 290, 730, 725]"
img081700.jpg,smart_1,"[0, 69, 1024, 596]"
img082548.jpg,smart_1,"[214, 100, 686, 987]"
img081188.jpg,smart_1,"[0, 370, 945, 532]"
img083881.jpg,smart_1,"[204, 275, 515, 803]"
img084616.jpg,smart_1,"[318, 371, 1004, 479]"
img082265.jpg,smart_1,"[680, 73, 836, 1024]"
img082551.jpg,smart_1,"[376, 0, 846, 861]"
img084323.jpg,smart_1,"[277, 247, 892, 378]"
img088805.jpg,smart_1,"[273, 486, 399, 728]"
img087891.jpg,smart_1,"[581, 436, 735, 580]"
img087214.jpg,smart_1,"[362, 308, 648, 402]"
img086257.jpg,smart_1,"[207, 289, 500, 541]"
img081709.jpg,smart_1,"[127, 535, 1024, 1024]"
img087461.jpg,smart_1,"[361, 266, 501, 565]"
img089182.jpg,smart_1,"[445, 525, 536, 784]"
img081091.jpg,smart_1,"[0, 368, 1024, 592]"
img083048.jpg,smart_1,"[538, 592, 680, 813]"
img085426.jpg,smart_1,"[384, 172, 442, 604]"
img084292.jpg,smart_1,"[337, 325, 637, 638]"
img084583.jpg,smart_1,"[381, 275, 497, 770]"
img084505.jpg,smart_1,"[330, 352, 514, 740]"
img084284.jpg,smart_1,"[206, 397, 607, 847]"
img088437.jpg,smart_1,"[418, 414, 827, 556]"
img086004.jpg,smart_1,"[302, 402, 732, 479]"
img084317.jpg,smart_1,"[569, 405, 664, 599]"
img087839.jpg,smart_1,"[366, 377, 441, 689]"
img084244.jpg,smart_1,"[489, 80, 689, 779]"
img084816.jpg,smart_1,"[131, 413, 759, 493]"
img084495.jpg,smart_1,"[264, 336, 1024, 554]"
img082944.jpg,smart_1,"[226, 232, 1024, 636]"
img081908.jpg,smart_1,"[73, 384, 1024, 785]"
img086176.jpg,smart_1,"[284, 495, 349, 1001]"
img084553.jpg,smart_1,"[172, 195, 783, 748]"
img088606.jpg,smart_1,"[557, 273, 622, 628]"
img085287.jpg,smart_1,"[429, 512, 652, 556]"
img087598.jpg,smart_1,"[321, 583, 567, 647]"
img082119.jpg,smart_1,"[0, 54, 1024, 890]"
img081904.jpg,smart_1,"[400, 0, 732, 1024]"
img083198.jpg,smart_1,"[230, 505, 921, 595]"
img080257.jpg,smart_1,"[106, 0, 838, 1024]"
img088212.jpg,smart_1,"[263, 252, 577, 564]"
img088551.jpg,smart_1,"[423, 418, 482, 732]"
img086091.jpg,smart_1,"[481, 219, 773, 436]"
img088550.jpg,smart_1,"[193, 387, 528, 448]"
img081724.jpg,smart_1,"[157, 0, 815, 1024]"
img080451.jpg,smart_1,"[0, 0, 644, 1024]"
img086454.jpg,smart_1,"[498, 138, 559, 568]"
img085348.jpg,smart_1,"[333, 329, 578, 400]"
img089571.jpg,smart_1,"[515, 314, 576, 624]"
img087914.jpg,smart_1,"[360, 499, 708, 681]"
img087627.jpg,smart_1,"[518, 308, 583, 486]"
img089847.jpg,smart_1,"[555, 497, 700, 703]"
img082711.jpg,smart_1,"[237, 479, 628, 668]"
img084484.jpg,smart_1,"[483, 390, 681, 809]"
img088180.jpg,smart_1,"[239, 192, 609, 488]"
img085884.jpg,smart_1,"[338, 445, 691, 606]"
img081423.jpg,smart_1,"[0, 93, 944, 1024]"
img086881.jpg,smart_1,"[321, 233, 419, 480]"
img085960.jpg,smart_1,"[309, 115, 513, 582]"
img081999.jpg,smart_1,"[316, 57, 683, 962]"
img084379.jpg,smart_1,"[228, 227, 476, 956]"
img080071.jpg,smart_1,"[0, 365, 1024, 821]"
img087427.jpg,smart_1,"[536, 438, 605, 758]"
img084660.jpg,smart_1,"[385, 314, 523, 950]"
img088164.jpg,smart_1,"[396, 266, 638, 513]"
img080925.jpg,smart_1,"[214, 0, 708, 939]"
img087840.jpg,smart_1,"[399, 299, 456, 461]"
img087562.jpg,smart_1,"[435, 364, 539, 525]"
img084408.jpg,smart_1,"[213, 277, 793, 745]"
img081416.jpg,smart_1,"[319, 0, 648, 954]"
img089805.jpg,smart_1,"[339, 221, 441, 577]"
img085723.jpg,smart_1,"[547, 527, 865, 588]"
img089886.jpg,smart_1,"[388, 506, 454, 717]"
img085802.jpg,smart_1,"[315, 343, 879, 425]"
img089691.jpg,smart_1,"[503, 268, 631, 588]"
img083647.jpg,smart_1,"[513, 221, 654, 884]"
img080868.jpg,smart_1,"[250, 0, 603, 979]"
img089721.jpg,smart_1,"[518, 539, 696, 810]"
img082007.jpg,smart_1,"[0, 0, 639, 544]"
img081387.jpg,smart_1,"[26, 275, 891, 1024]"
img089855.jpg,smart_1,"[465, 668, 537, 715]"
img086318.jpg,smart_1,"[472, 589, 888, 714]"
img080293.jpg,smart_1,"[0, 0, 1024, 285]"
img089683.jpg,smart_1,"[613, 137, 734, 481]"
img088253.jpg,smart_1,"[368, 369, 435, 699]"
img085549.jpg,smart_1,"[224, 306, 525, 629]"
img086911.jpg,smart_1,"[541, 578, 722, 900]"
img089923.jpg,smart_1,"[383, 671, 602, 724]"
img084942.jpg,smart_1,"[212, 576, 559, 706]"
img082775.jpg,smart_1,"[284, 664, 804, 880]"
img082589.jpg,smart_1,"[505, 155, 711, 380]"
img084973.jpg,smart_1,"[325, 158, 751, 723]"
img083930.jpg,smart_1,"[101, 322, 588, 1024]"
img087411.jpg,smart_1,"[227, 467, 502, 586]"
img084003.jpg,smart_1,"[384, 344, 593, 496]"
img088939.jpg,smart_1,"[389, 235, 441, 539]"
img081827.jpg,smart_1,"[408, 411, 960, 593]"
img083204.jpg,smart_1,"[256, 58, 496, 634]"
img089069.jpg,smart_1,"[566, 218, 628, 530]"
img082360.jpg,smart_1,"[291, 359, 452, 639]"
img083037.jpg,smart_1,"[441, 178, 848, 572]"
img080686.jpg,smart_1,"[246, 0, 713, 1024]"
img081251.jpg,smart_1,"[0, 521, 1024, 710]"
img087523.jpg,smart_1,"[473, 571, 519, 887]"
img083233.jpg,smart_1,"[280, 344, 714, 636]"
img089717.jpg,smart_1,"[278, 543, 862, 899]"
img085886.jpg,smart_1,"[483, 322, 559, 790]"
img082818.jpg,smart_1,"[338, 417, 552, 670]"
img082709.jpg,smart_1,"[439, 0, 1024, 798]"
img081335.jpg,smart_1,"[504, 300, 674, 916]"
img084122.jpg,smart_1,"[186, 224, 541, 747]"
img082315.jpg,smart_1,"[257, 171, 669, 370]"
img089720.jpg,smart_1,"[225, 553, 659, 779]"
img089337.jpg,smart_1,"[549, 0, 635, 492]"
img083506.jpg,smart_1,"[338, 328, 940, 819]"
img089167.jpg,smart_1,"[346, 388, 609, 830]"
img080415.jpg,smart_1,"[0, 0, 743, 625]"
img081650.jpg,smart_1,"[300, 55, 677, 1024]"
img089580.jpg,smart_1,"[546, 226, 795, 461]"
img086761.jpg,smart_1,"[501, 494, 792, 726]"
img083652.jpg,smart_1,"[442, 487, 543, 727]"
img086110.jpg,smart_1,"[163, 406, 618, 613]"
img081259.jpg,smart_1,"[547, 111, 687, 880]"
img080599.jpg,smart_1,"[0, 299, 1024, 945]"
img081294.jpg,smart_1,"[411, 78, 652, 1024]"
img084655.jpg,smart_1,"[264, 224, 536, 772]"
img083580.jpg,smart_1,"[396, 329, 677, 581]"
img084308.jpg,smart_1,"[220, 583, 601, 718]"
img082028.jpg,smart_1,"[166, 225, 827, 769]"
img081907.jpg,smart_1,"[290, 0, 614, 1024]"
img080173.jpg,smart_1,"[179, 144, 1024, 1024]"
img084866.jpg,smart_1,"[358, 517, 935, 776]"
img080737.jpg,smart_1,"[170, 0, 659, 748]"
img089534.jpg,smart_1,"[382, 553, 559, 627]"
img082371.jpg,smart_1,"[0, 331, 566, 647]"
img083651.jpg,smart_1,"[355, 282, 1024, 920]"
img088869.jpg,smart_1,"[323, 229, 372, 545]"
img086263.jpg,smart_1,"[279, 589, 723, 797]"
img085707.jpg,smart_1,"[292, 534, 710, 649]"
img087516.jpg,smart_1,"[582, 43, 817, 476]"
img083350.jpg,smart_1,"[302, 382, 598, 662]"
img080618.jpg,smart_1,"[0, 107, 1024, 964]"
img084807.jpg,smart_1,"[257, 0, 404, 886]"
img085382.jpg,smart_1,"[303, 399, 449, 939]"
img086984.jpg,smart_1,"[460, 235, 490, 434]"
img086249.jpg,smart_1,"[319, 638, 644, 784]"
img086800.jpg,smart_1,"[632, 664, 717, 755]"
img080634.jpg,smart_1,"[273, 421, 1024, 722]"
img084620.jpg,smart_1,"[396, 286, 584, 423]"
img082349.jpg,smart_1,"[179, 629, 1024, 899]"
img084186.jpg,smart_1,"[77, 409, 695, 553]"
img082407.jpg,smart_1,"[0, 235, 1024, 398]"
img081768.jpg,smart_1,"[471, 0, 730, 1024]"
img084490.jpg,smart_1,"[273, 222, 686, 610]"
img081579.jpg,smart_1,"[279, 484, 617, 841]"
img088905.jpg,smart_1,"[628, 180, 817, 505]"
img081414.jpg,smart_1,"[389, 0, 847, 1024]"
img088406.jpg,smart_1,"[336, 270, 407, 496]"
img080896.jpg,smart_1,"[0, 173, 1024, 862]"
img083280.jpg,smart_1,"[284, 429, 526, 738]"
img087429.jpg,smart_1,"[529, 240, 887, 387]"
img081602.jpg,smart_1,"[505, 0, 655, 1024]"
img082967.jpg,smart_1,"[409, 494, 1024, 665]"
img084031.jpg,smart_1,"[157, 249, 548, 1024]"
img084675.jpg,smart_1,"[338, 389, 466, 884]"
img087023.jpg,smart_1,"[628, 59, 754, 496]"
img089949.jpg,smart_1,"[340, 628, 382, 731]"
img087983.jpg,smart_1,"[329, 634, 609, 711]"
img084882.jpg,smart_1,"[613, 166, 813, 857]"
img085613.jpg,smart_1,"[366, 305, 878, 512]"
img084372.jpg,smart_1,"[307, 29, 966, 662]"
img084769.jpg,smart_1,"[277, 225, 710, 788]"
img086850.jpg,smart_1,"[399, 193, 654, 472]"
img086289.jpg,smart_1,"[262, 332, 713, 408]"
img083270.jpg,smart_1,"[322, 114, 573, 768]"
img086715.jpg,smart_1,"[415, 473, 886, 586]"
img088629.jpg,smart_1,"[382, 395, 974, 625]"
img084664.jpg,smart_1,"[313, 435, 841, 734]"
img085601.jpg,smart_1,"[329, 483, 601, 764]"
img086922.jpg,smart_1,"[621, 489, 676, 578]"
img087753.jpg,smart_1,"[276, 421, 592, 686]"
img089434.jpg,smart_1,"[313, 281, 702, 845]"
img088281.jpg,smart_1,"[269, 487, 513, 538]"
img083534.jpg,smart_1,"[239, 231, 805, 422]"
img081050.jpg,smart_1,"[208, 0, 746, 1024]"
img081342.jpg,smart_1,"[329, 0, 814, 1024]"
img085448.jpg,smart_1,"[168, 508, 463, 648]"
img080906.jpg,smart_1,"[107, 445, 1024, 616]"
img089374.jpg,smart_1,"[533, 357, 794, 418]"
img082324.jpg,smart_1,"[170, 51, 634, 418]"
img086608.jpg,smart_1,"[208, 485, 588, 721]"
img082426.jpg,smart_1,"[529, 62, 634, 666]"
img080114.jpg,smart_1,"[0, 10, 1024, 908]"
img085831.jpg,smart_1,"[514, 318, 674, 431]"
img084343.jpg,smart_1,"[207, 437, 799, 741]"
img088797.jpg,smart_1,"[484, 637, 671, 681]"
img084667.jpg,smart_1,"[363, 215, 914, 831]"
img089936.jpg,smart_1,"[511, 324, 557, 575]"
img082634.jpg,smart_1,"[0, 283, 1024, 698]"
img082448.jpg,smart_1,"[197, 0, 930, 926]"
img084315.jpg,smart_1,"[201, 176, 759, 566]"
img087853.jpg,smart_1,"[219, 240, 465, 472]"
img088407.jpg,smart_1,"[554, 735, 753, 813]"
img082023.jpg,smart_1,"[517, 122, 667, 1024]"
img080107.jpg,smart_1,"[166, 21, 1024, 684]"
img086082.jpg,smart_1,"[197, 381, 545, 635]"
img082370.jpg,smart_1,"[265, 431, 788, 564]"
img085440.jpg,smart_1,"[648, 37, 779, 543]"
img083491.jpg,smart_1,"[436, 232, 754, 784]"
img083432.jpg,smart_1,"[423, 422, 565, 590]"
img088500.jpg,smart_1,"[475, 330, 713, 462]"
img080124.jpg,smart_1,"[376, 0, 956, 1024]"
img086226.jpg,smart_1,"[684, 425, 733, 831]"
img085473.jpg,smart_1,"[113, 656, 609, 762]"
img082409.jpg,smart_1,"[498, 550, 933, 691]"
img086882.jpg,smart_1,"[292, 334, 555, 482]"
img085507.jpg,smart_1,"[634, 562, 738, 679]"
img088633.jpg,smart_1,"[262, 174, 716, 303]"
img088351.jpg,smart_1,"[269, 505, 520, 651]"
img085146.jpg,smart_1,"[465, 442, 549, 863]"
img088762.jpg,smart_1,"[376, 231, 423, 526]"
img081378.jpg,smart_1,"[354, 270, 894, 460]"
img084112.jpg,smart_1,"[343, 531, 830, 631]"
img087398.jpg,smart_1,"[457, 289, 526, 605]"
img082592.jpg,smart_1,"[389, 403, 1024, 1024]"
img082547.jpg,smart_1,"[112, 208, 855, 1024]"
img083465.jpg,smart_1,"[337, 452, 456, 811]"
img087273.jpg,smart_1,"[297, 542, 526, 840]"
img083470.jpg,smart_1,"[422, 538, 830, 627]"
img086533.jpg,smart_1,"[456, 446, 789, 700]"
img085663.jpg,smart_1,"[131, 661, 601, 785]"
img083959.jpg,smart_1,"[93, 500, 775, 586]"
img083638.jpg,smart_1,"[309, 406, 414, 688]"
img085861.jpg,smart_1,"[162, 280, 562, 457]"
img086891.jpg,smart_1,"[595, 245, 702, 597]"
img081599.jpg,smart_1,"[0, 246, 1024, 620]"
img081083.jpg,smart_1,"[0, 120, 1024, 558]"
img089733.jpg,smart_1,"[490, 281, 669, 425]"
img082148.jpg,smart_1,"[0, 372, 924, 789]"
img086061.jpg,smart_1,"[28, 256, 583, 380]"
img087511.jpg,smart_1,"[228, 488, 521, 546]"
img087701.jpg,smart_1,"[607, 268, 699, 441]"
img089406.jpg,smart_1,"[374, 519, 655, 732]"
img084981.jpg,smart_1,"[104, 551, 664, 694]"
img087550.jpg,smart_1,"[122, 553, 524, 618]"
img087041.jpg,smart_1,"[389, 510, 667, 595]"
img086045.jpg,smart_1,"[227, 507, 432, 642]"
img087297.jpg,smart_1,"[304, 273, 506, 444]"
img083244.jpg,smart_1,"[209, 294, 566, 883]"
img082952.jpg,smart_1,"[99, 133, 526, 1009]"
img081852.jpg,smart_1,"[311, 471, 874, 885]"
img082515.jpg,smart_1,"[341, 0, 495, 854]"
img081216.jpg,smart_1,"[249, 482, 740, 692]"
img080079.jpg,smart_1,"[302, 0, 1024, 1024]"
img083319.jpg,smart_1,"[224, 268, 1024, 401]"
img084210.jpg,smart_1,"[265, 226, 813, 613]"
img081309.jpg,smart_1,"[313, 125, 1024, 645]"
img084842.jpg,smart_1,"[275, 314, 535, 825]"
img083128.jpg,smart_1,"[604, 12, 992, 711]"
img085581.jpg,smart_1,"[302, 78, 655, 495]"
img081128.jpg,smart_1,"[253, 0, 569, 1024]"
img080797.jpg,smart_1,"[541, 0, 1024, 687]"
img088166.jpg,smart_1,"[380, 484, 561, 624]"
img085628.jpg,smart_1,"[372, 262, 559, 581]"
img082226.jpg,smart_1,"[487, 0, 652, 971]"
img081222.jpg,smart_1,"[0, 11, 1024, 786]"
img081867.jpg,smart_1,"[59, 94, 660, 977]"
img083736.jpg,smart_1,"[295, 341, 727, 764]"
img080701.jpg,smart_1,"[0, 133, 1024, 810]"
img081067.jpg,smart_1,"[286, 318, 588, 745]"
img087508.jpg,smart_1,"[542, 441, 852, 655]"
img089900.jpg,smart_1,"[561, 212, 607, 561]"
img082147.jpg,smart_1,"[437, 0, 624, 1024]"
img083522.jpg,smart_1,"[538, 251, 633, 591]"
img083589.jpg,smart_1,"[517, 70, 816, 585]"
img088559.jpg,smart_1,"[294, 154, 388, 538]"
img085407.jpg,smart_1,"[354, 434, 714, 612]"
img083735.jpg,smart_1,"[346, 412, 884, 584]"
img083553.jpg,smart_1,"[163, 445, 651, 551]"
img082341.jpg,smart_1,"[258, 173, 425, 1006]"
img085520.jpg,smart_1,"[262, 183, 318, 647]"
img087271.jpg,smart_1,"[461, 493, 818, 626]"
img080059.jpg,smart_1,"[164, 0, 525, 1024]"
img082732.jpg,smart_1,"[202, 448, 1024, 730]"
img083784.jpg,smart_1,"[370, 188, 831, 580]"
img089399.jpg,smart_1,"[376, 181, 649, 535]"
img084314.jpg,smart_1,"[354, 441, 883, 520]"
img087502.jpg,smart_1,"[503, 507, 894, 755]"
img085562.jpg,smart_1,"[318, 342, 497, 777]"
img085697.jpg,smart_1,"[469, 391, 792, 829]"
img081883.jpg,smart_1,"[166, 87, 619, 981]"
img086047.jpg,smart_1,"[135, 326, 470, 540]"
img083676.jpg,smart_1,"[528, 232, 795, 801]"
img086284.jpg,smart_1,"[464, 337, 757, 659]"
img085212.jpg,smart_1,"[318, 440, 693, 895]"
img080867.jpg,smart_1,"[462, 103, 651, 1007]"
img086601.jpg,smart_1,"[311, 404, 685, 477]"
img082471.jpg,smart_1,"[430, 401, 557, 1024]"
img081022.jpg,smart_1,"[120, 0, 1024, 1024]"
img085871.jpg,smart_1,"[156, 306, 614, 388]"
img086098.jpg,smart_1,"[120, 473, 539, 703]"
img081084.jpg,smart_1,"[446, 57, 795, 1024]"
img080855.jpg,smart_1,"[416, 154, 738, 741]"
img088144.jpg,smart_1,"[276, 485, 382, 768]"
img084897.jpg,smart_1,"[406, 466, 848, 847]"
img089878.jpg,smart_1,"[27, 369, 572, 525]"
img083211.jpg,smart_1,"[229, 407, 888, 512]"
img086951.jpg,smart_1,"[646, 559, 732, 883]"
img087845.jpg,smart_1,"[486, 283, 778, 489]"
